Ref ID,Operator (or Applicant),Site Name,Technology Type,Installed Capacity (MWelec),Development Status,Development Status (short),County,Region,Country,Post Code,X-coordinate,Y-coordinate,Planning Authority,Under Construction,Operational,Solar Site Area (sqm),development_status_clean,distance_to_boundary_m,within_5km_boundary_proxy,within_10km_boundary_proxy,proximity_score,capacity_score,preliminary_exposure_score,screening_category
3657,NTR,Twin Rivers,Wind Onshore,28.7,Operational,Operational,Humberside,Yorkshire and Humber,England,,472545,412960,Doncaster,15/05/2015,03/08/2016,1368.0,operational,169652.22136467692,False,False,0,2,2,Medium
3659,Border Wind Farms Ltd,Blyth Harbour Wind Farm,Wind Onshore,2.7,Operational,Operational,Northumberland,North East,England,,432290,581345,Northumberland,,01/12/1992,4900.0,operational,168619.15349644847,False,False,0,0,0,Low
3660,John Laing Environmental Assets Group,Penrhys Wind Farm/Ferndale Power Factory,Wind Onshore,6.4,Operational,Operational,Mid Glamorgan,Wales,Wales,,299700,195700,Rhondda Cynon Taf,01/04/2010,08/06/2011,448700.0,operational,150816.5650663036,False,False,0,1,1,Low
3662,Scottish and Southern Energy (SSE),Gordonbush,Wind Onshore,70.0,Operational,Operational,Highland,Scotland,Scotland,,284500,909500,Scottish Government (S36),01/07/2010,12/06/2012,352000.0,operational,124218.34115985747,False,False,0,2,2,Medium
3664,Wessex Water Engineering Services,Avonmouth Wind Power,Wind Onshore,8.2,Operational,Operational,Avon,South West,England,,353358,179393,"Bristol, City of",03/12/2012,06/02/2014,888.7,operational,125228.33462532396,False,False,0,1,1,Low
3666,Ventient (formerly Infinis),Gordonstown Hill Wind Farm,Wind Onshore,12.5,Operational,Operational,Grampian,Scotland,Scotland,,371136,841396,Aberdeenshire,23/07/2012,31/03/2013,1230000.0,operational,166037.79467186469,False,False,0,2,2,Medium
3667,Branna Industrial & Technical Services Ltd,The Rosti Factory,Wind Onshore,2.2,Operational,Operational,Strathclyde,Scotland,Scotland,,276956,649658,South Lanarkshire,,18/02/2013,743000.0,operational,235104.32297131527,False,False,0,0,0,Low
3668,Ben Aketil Wind Energy Ltd,Ben Aketil Extension,Wind Onshore,4.6,Operational,Operational,Highland,Scotland,Scotland,,132500,846500,Highland,01/04/2010,01/01/2011,219000.0,operational,41840.85941999962,False,False,0,1,1,Low
3670,Storas Uibhist,Lochcarnan Community Windfarm,Wind Onshore,6.9,Operational,Operational,Western Isles,Scotland,Scotland,,77451,828569,Na h-Eileanan Siar,21/03/2012,18/02/2013,968000.0,operational,0.0,True,True,2,1,3,Medium
3671,Renewable Energy Systems (RES),The Grange Wind Farm,Wind Onshore,14.0,Operational,Operational,Lincolnshire,East Midlands,England,PE13 5QZ,546300,319200,South Holland,01/09/2012,01/03/2013,773700.0,operational,120366.39896950184,False,False,0,2,2,Medium
3672,Roy Humphrey Group,Humphrey Group,Wind Onshore,5.0,Operational,Operational,Suffolk,Eastern,England,,613107,275558,Mid Suffolk,09/01/2013,25/02/2013,737200.0,operational,65884.64518711218,False,False,0,1,1,Low
3673,REG Windpower,Rodbaston,Wind Onshore,4.0,Operational,Operational,Staffordshire,West Midlands,England,ST19 5PH,392176,311645,South Staffordshire,01/02/2016,15/01/2017,2270.0,operational,248470.4557778261,False,False,0,1,1,Low
3674,EDF,Boundary Lane,Wind Onshore,6.0,Operational,Operational,County Durham,North East,England,,404708,550336,County Durham,01/09/2012,31/03/2013,77900.0,operational,202796.30930824447,False,False,0,1,1,Low
3676,Renantis Falck Renewables Limited,Nutberry Wind Farm,Wind Onshore,15.0,Operational,Operational,Strathclyde,Scotland,Scotland,,279021,635662,South Lanarkshire,01/12/2011,30/09/2013,23200.0,operational,240312.39675013456,False,False,0,2,2,Medium
3677,Banks Renewables,Penny Hill Lane,Wind Onshore,19.8,Operational,Operational,South Yorkshire,Yorkshire and Humber,England,,446825,387627,Rotherham,26/07/2012,31/03/2013,5300.0,operational,200668.36205047678,False,False,0,2,2,Medium
3678,Tobermore Concrete Products,Magherafelt,Wind Onshore,1.0,Operational,Operational,Co. Derry / Londonderry,Northern Ireland,Northern Ireland,,101186,551482,Mid Ulster,01/11/2015,12/06/2015,93000.0,operational,86413.7999473046,False,False,0,0,0,Low
3680,Ecotricity,The Michelin Tyre Factory - Ballymena,Wind Onshore,4.6,Operational,Operational,Co. Antrim,Northern Ireland,Northern Ireland,,130743,561194,Mid and East Antrim,11/09/2012,25/02/2013,462500.0,operational,112970.1141103381,False,False,0,1,1,Low
3681,West Knock Farm,West Knock Wind Cluster,Wind Onshore,2.4,Operational,Operational,Grampian,Scotland,Scotland,,398494,844840,Aberdeenshire,,04/10/2011,5720.0,operational,138647.27095103118,False,False,0,0,0,Low
3682,"Infinis, previously Broadview Energy Developments",Low Spinney Wind Farm,Wind Onshore,8.0,Operational,Operational,Leicestershire,East Midlands,England,,455816,289705,Harborough,01/01/2011,29/09/2011,14400.0,operational,215272.4491881977,False,False,0,1,1,Low
3684,Ventient (formerly Infinis),Westfield,Wind Onshore,12.5,Operational,Operational,Fife,Scotland,Scotland,,319640,695487,Fife,30/07/2012,31/03/2013,490600.0,operational,250822.06626487724,False,False,0,2,2,Medium
3685,Nuon UK,Swinford Wind Farm,Wind Onshore,22.0,Operational,Operational,Leicestershire,East Midlands,England,,456804,279647,Harborough,01/12/2011,21/11/2012,791000.0,operational,205490.66322555323,False,False,0,2,2,Medium
3686,Fivestone Ltd,Burnt House Farm,Wind Onshore,6.0,Operational,Operational,Cambridgeshire,Eastern,England,PE7 2HP,533458,295082,Fenland,01/01/2013,19/06/2013,364000.0,operational,138586.02426172467,False,False,0,1,1,Low
3688,Community Windpower (Community Wind Power),Calder Water Community Wind Farm,Wind Onshore,28.0,Operational,Operational,Strathclyde,Scotland,Scotland,,260869,640428,South Lanarkshire,,01/09/2013,110500.0,operational,221551.61088761286,False,False,0,2,2,Medium
3690,Community Windpower,Millour Hill Community Windfarm ,Wind Onshore,18.0,Operational,Operational,Strathclyde,Scotland,Scotland,,225843,652080,North Ayrshire,01/04/2011,01/05/2012,,operational,184789.8764143974,False,False,0,2,2,Medium
3691,Strathdee Energy,Netherton of Windyhills,Wind Onshore,4.6,Operational,Operational,Grampian,Scotland,Scotland,AB55 6NL,348948,857294,Moray,01/11/2013,01/11/2014,,operational,183797.83215840487,False,False,0,1,1,Low
3693,Private Developer,Gallowhill,Wind Onshore,1.8,Operational,Operational,Orkney Islands,Scotland,Scotland,,344124,1043753,Orkney Islands,,18/02/2013,1430000.0,operational,54666.99457392885,False,False,0,0,0,Low
3694,Foresight/Belltown,Frodsham Marsh,Wind Onshore,50.4,Operational,Operational,Cheshire,North West,England,,348857,378461,Cheshire West and Chester,06/08/2015,15/11/2016,260000.0,operational,291092.49295650277,False,False,0,2,2,Medium
3695,RWE Npower Renewables,Brechfa Forest West,Wind Onshore,57.4,Operational,Operational,Dyfed,Wales,Wales,,254202,231259,The Planning Inspectorate - National Infrastructure,24/11/2016,18/01/2018,105.54,operational,159231.7719504209,False,False,0,2,2,Medium
3698,Green Cat Renewables,Greenhill Croft,Wind Onshore,4.6,Operational,Operational,Grampian,Scotland,Scotland,AB43 6NP,388080,856083,Aberdeenshire,01/10/2011,01/03/2012,46500.0,operational,146081.87991739777,False,False,0,1,1,Low
3699,Severn Trent Water,Severn Trent STW,Wind Onshore,2.5,Operational,Operational,Leicestershire,East Midlands,England,LE7 4PF,459710,311517,Charnwood,01/11/2013,26/02/2014,2522.0,operational,206292.56745565592,False,False,0,0,0,Low
3700,Falck Renewables,Spaldington Airfield,Wind Onshore,12.5,Operational,Operational,Humberside,Yorkshire and Humber,England,,479158,433880,East Riding of Yorkshire,01/06/2013,11/05/2016,1280.0,operational,158244.25288285394,False,False,0,2,2,Medium
3701,Octopus Investements/Blue Energy (previously Auquhirie Land Company Ltd),Hillhead of Auquhirie,Wind Onshore,6.9,Operational,Operational,Grampian,Scotland,Scotland,,328500,785500,Aberdeenshire,01/09/2012,16/01/2013,965000.0,operational,220766.1071219002,False,False,0,1,1,Low
3702,Scottish Power Renewables,Middleton Wind Farm,Wind Onshore,12.0,Operational,Operational,Strathclyde,Scotland,Scotland,,253158,656019,East Renfrewshire,29/05/2012,04/09/2013,377000.0,operational,210482.4582768283,False,False,0,2,2,Medium
3703,Renewable Energy Generation,Orchard End ,Wind Onshore,4.0,Operational,Operational,Lancashire,North West,England,,343216,445233,Wyre,01/08/2012,17/06/2013,375000.0,operational,287563.99870016123,False,False,0,1,1,Low
3705,Pennant Walters,Mynydd Bwllfa Wind Farm - Resubmission,Wind Onshore,22.5,Operational,Operational,Mid Glamorgan,Wales,Wales,,295787,202855,Rhondda Cynon Taf,01/02/2014,08/05/2015,460200.0,operational,158553.32757524896,False,False,0,2,2,Medium
3707,Foresight,Tirgwynt,Wind Onshore,24.6,Operational,Operational,Powys,Wales,Wales,,299943,302442,Powys,24/12/2015,15/02/2017,1185000.0,operational,222965.72519852233,False,False,0,2,2,Medium
3711,Renewables Infrastructure Group (TRIG),Garreg Lwyd,Wind Onshore,34.0,Operational,Operational,Powys,Wales,Wales,LD1 6YF,312758,280228,Powys,11/01/2016,22/02/2017,380500.0,operational,229096.8850275243,False,False,0,2,2,Medium
3713,Gaelectric Developments/ CGN Europe Energy,Crockbrack,Wind Onshore,2.0,Operational,Operational,Co. Tyrone,Northern Ireland,Northern Ireland,,80213,535661,Mid Ulster,15/01/2015,20/03/2017,520000.0,operational,69610.17795710529,False,False,0,0,0,Low
3716,Lowlands Health & Energy Ltd ,Connaught Road,Wind Onshore,1.7,Operational,Operational,Co. Antrim,Northern Ireland,Northern Ireland,BT41 2NX,123057,549749,Antrim and Newtownabbey,,11/10/2012,280000.0,operational,108102.26508656447,False,False,0,0,0,Low
3717,Northern Wind Power ,Crockagarron Ext,Wind Onshore,2.5,Operational,Operational,Co. Tyrone,Northern Ireland,Northern Ireland,,76240,528915,Fermanagh and Omagh,01/04/2012,01/06/2012,728900.0,operational,67283.53281178627,False,False,0,0,0,Low
3718,Green Cat Renewables,Castle of Auchry Farm,Wind Onshore,2.4,Operational,Operational,Grampian,Scotland,Scotland,AB53 5UR,373109,821437,Aberdeenshire,01/09/2013,01/11/2013,1207400.0,operational,168878.1202349236,False,False,0,0,0,Low
3722,Lovie Ltd,Little Byth,Wind Onshore,4.5,Operational,Operational,Grampian,Scotland,Scotland,,382764,857480,Aberdeenshire,,31/12/2012,804600.0,operational,150911.79538059252,False,False,0,1,1,Low
3723,Green Cat Renewables,Yonderton Farm,Wind Onshore,1.0,Operational,Operational,Grampian,Scotland,Scotland,AB42 0QS,403588,837834,Aberdeenshire,01/08/2014,01/12/2014,4500.0,operational,135369.65451620697,False,False,0,0,0,Low
3726,Resonance ,Oakdale Business Park,Wind Onshore,4.0,Operational,Operational,Gwent,Wales,Wales,,319119,199334,Caerphilly,23/08/2013,24/12/2013,619000.0,operational,150939.7024742941,False,False,0,1,1,Low
3732,Unknown,Boddington Reservoir,Wind Onshore,1.5,Operational,Operational,Northamptonshire,East Midlands,England,,449381,253123,West Northamptonshire,23/08/2013,24/04/2014,549400.0,operational,180709.24872914611,False,False,0,0,0,Low
3733,Resonance ,HMP Standford Hill,Wind Onshore,4.6,Operational,Operational,Kent,South East,England,ME12 4AA,598426,170070,Swale,06/12/2012,08/02/2013,1120000.0,operational,42269.28011776852,False,False,0,1,1,Low
3734,Partnerships for Renewables/AGR,Sharpness Docks,Wind Onshore,2.0,Operational,Operational,Gloucestershire,South West,England,,366876,202804,Stroud,15/11/2016,15/01/2017,665600.0,operational,145862.58629667666,False,False,0,0,0,Low
3735,REG Windpower (previously Cornwall Light and Power),Sancton Hill,Wind Onshore,10.0,Operational,Operational,Humberside,Yorkshire and Humber,England,,491554,439660,East Riding of Yorkshire,01/11/2011,12/06/2012,663300.0,operational,144827.95348992606,False,False,0,2,2,Medium
3738,Peel Energy,Port of Sheerness Wind Farm (was Lappel Bank),Wind Onshore,8.2,Operational,Operational,Kent,South East,England,ME12 1RS,591061,175143,Swale,06/08/2015,20/09/2016,110.0,operational,50945.91681819425,False,False,0,1,1,Low
3739,REG Power Management (John Laing/Peel Energy),Stonish Hill (Bilsthorpe),Wind Onshore,10.3,Operational,Operational,Nottinghamshire,East Midlands,England,,466000,362000,Newark and Sherwood,25/06/2012,31/03/2013,628000.0,operational,188153.05849198462,False,False,0,2,2,Medium
3741,E.ON UK,Stags Holt Extension,Wind Onshore,2.0,Operational,Operational,Cambridgeshire,Eastern,England,,544000,299000,Fenland,,31/12/2010,549200.0,operational,127414.0463623413,False,False,0,0,0,Low
3745,Garth Wind (North Yell Development Council),North Yell Wind Farm (Garth Community Wind Farm),Wind Onshore,4.5,Operational,Operational,Shetland,Scotland,Scotland,,454471,1198506,Shetland Islands,20/12/2016,03/04/2017,867500.0,operational,0.0,True,True,2,1,3,Medium
3746,Corrimony Energy Ltd & Soirbheas,Glenurquhart and Strathglass Wind Farm project,Wind Onshore,10.0,Operational,Operational,Highland,Scotland,Scotland,,234250,824290,Highland,01/08/2012,19/04/2013,189000.0,operational,143165.08876106478,False,False,0,2,2,Medium
3747,Private Developer,Damhead Farm,Wind Onshore,2.5,Operational,Operational,Strathclyde,Scotland,Scotland,,279061,663992,North Lanarkshire,,17/05/2013,1160000.0,operational,233878.73137843507,False,False,0,0,0,Low
3748,Energiekontor UK,Hyndburn Wind Farm,Wind Onshore,24.0,Operational,Operational,Lancashire,North West,England,,374424,424281,Hyndburn,01/04/2012,19/10/2012,108000.0,operational,262248.2725624756,False,False,0,2,2,Medium
3749,Ventient (formerly Infinis),Tedder Hill Wind cluster,Wind Onshore,7.5,Operational,Operational,Humberside,Yorkshire and Humber,England,,530221,430242,East Riding of Yorkshire,30/10/2012,30/08/2013,960.0,operational,109519.43512999029,False,False,0,1,1,Low
3752,Scottish Power Renewables,Lynemouth Windfarm (Resubmission),Wind Onshore,26.0,Operational,Operational,Northumberland,North East,England,,429400,589799,Northumberland,01/07/2010,12/04/2012,131000.0,operational,169411.193861437,False,False,0,2,2,Medium
3754,Ventient (formerly Infinis),Wingates Wind Farm,Wind Onshore,15.0,Operational,Operational,Northumberland,North East,England,,413034,597920,Northumberland,01/08/2012,31/03/2013,90000.0,operational,183370.3286660749,False,False,0,2,2,Medium
3757,Private Developer,Wathegar wind farm,Wind Onshore,10.0,Operational,Operational,Highland,Scotland,Scotland,,328540,950761,Highland,01/06/2012,31/03/2013,943900.0,operational,118601.38525123318,False,False,0,2,2,Medium
3758,Ormsary and Stronachullin Estates (Allt Dearg Wind Farmers LLP),Allt Dearg Wind Farmers LLP,Wind Onshore,10.8,Operational,Operational,Strathclyde,Scotland,Scotland,,182893,676616,Argyll and Bute,01/12/2011,25/09/2012,691100.0,operational,137370.09635624036,False,False,0,2,2,Medium
3761,RWE NPower Renewables,Hameldon Hill extension,Wind Onshore,7.5,Operational,Operational,Lancashire,North West,England,BB11 5QQ,379914,430561,Burnley,17/04/2013,25/04/2013,379000.0,operational,255419.8447341568,False,False,0,1,1,Low
3764,Ecotricity,Dalby,Wind Onshore,7.2,Operational,Operational,Leicestershire,East Midlands,England,LE14 3LY,465199,323653,Melton,01/02/2015,15/03/2016,633000.0,operational,198069.55243295763,False,False,0,1,1,Low
3765,EDF/China General Nuclear Power Corporation,Glass moor Extension,Wind Onshore,12.0,Operational,Operational,Cambridgeshire,Eastern,England,CB23,528421,292867,Fenland,01/09/2012,31/03/2013,70000.0,operational,144005.76311690817,False,False,0,2,2,Medium
3772,Octopus Investments/Blue Energy,Cour Wind Farm,Wind Onshore,20.5,Operational,Operational,Strathclyde,Scotland,Scotland,,181005,648528,Argyll and Bute,19/11/2015,01/12/2016,617000.0,operational,141949.35017965335,False,False,0,2,2,Medium
3776,J & A Wilson Ltd,Upper Wheedlemont Farm,Wind Onshore,1.7,Operational,Operational,Grampian,Scotland,Scotland,AB54 4LL,347391,826203,Aberdeenshire,24/07/2017,11/11/2017,148800.0,operational,192719.34863820905,False,False,0,0,0,Low
3784,Green Cat Renewables,Shielburn Farm,Wind Onshore,6.9,Operational,Operational,Grampian,Scotland,Scotland,,367618,845637,Aberdeenshire,,30/03/2013,39200.0,operational,168443.75225884546,False,False,0,1,1,Low
3787,Octopus Investments/Blue Energy,Beinneun,Wind Onshore,85.0,Operational,Operational,Highland,Scotland,Scotland,,220442,804419,Scottish Government (S36),15/07/2015,16/02/2017,80000.0,operational,139332.25055473976,False,False,0,2,2,Medium
3791,"Infinis, previously Broadview Energy",Seamer Wind Farm - Hambleton,Wind Onshore,4.0,Operational,Operational,Cleveland,North East,England,,447872,511421,Stockton-on-Tees,01/10/2011,01/11/2012,332400.0,operational,170149.86196176917,False,False,0,1,1,Low
3792,Blue Energy,Fanny House Farm/Heysham Moss,Wind Onshore,1.5,Operational,Operational,Lancashire,North West,England,LA3 3EF,342996,460568,Lancaster,01/01/2014,01/02/2015,969000.0,operational,284123.13698210864,False,False,0,0,0,Low
3793,Severn Trent Water,Newthorpe Wind Turbine,Wind Onshore,2.5,Operational,Operational,Nottinghamshire,East Midlands,England,NG16 2DE,447216,344836,Broxtowe,23/04/2013,08/04/2014,374100.0,operational,210486.26032857283,False,False,0,0,0,Low
3795,Chelveston Renewable Energy Ltd,Chelveston Renewable Energy Park Wind Farm (Bedford),Wind Onshore,10.0,Operational,Operational,Northamptonshire,East Midlands,England,,499823,268732,North Northamptonshire,01/08/2013,15/02/2014,,operational,177531.48588000817,False,False,0,2,2,Medium
3799,Future Spectrum Ltd,Torrance Farm,Wind Onshore,9.0,Operational,Operational,Strathclyde,Scotland,Scotland,EH48 3AW,290842,665671,North Lanarkshire,04/02/2013,30/12/2013,1132000.0,operational,244964.52582944155,False,False,0,2,2,Medium
3802,Greenside Wind Energy Ltd,Land at Overside and Greenwellheads Farms,Wind Onshore,9.2,Operational,Operational,Grampian,Scotland,Scotland,,406123,854692,Aberdeenshire,,01/11/2013,192700.0,operational,128890.21841712498,False,False,0,2,2,Medium
3803,Lancaster University,Lancaster University (wind),Wind Onshore,2.0,Operational,Operational,Lancashire,North West,England,,349007,457081,Lancaster,01/01/2012,18/02/2013,600000.0,operational,279116.3187663942,False,False,0,0,0,Low
3804,Seren Energy,Myreton Crossroads,Wind Onshore,1.6,Operational,Operational,Grampian,Scotland,Scotland,,349741,856864,Moray,01/03/2012,05/07/2013,185300.0,operational,183130.1540734068,False,False,0,0,0,Low
3806,Green Cat Renewables,Auchinderran Wind Farm,Wind Onshore,2.4,Operational,Operational,Grampian,Scotland,Scotland,,361419,854774,Aberdeenshire,01/08/2014,01/12/2014,303600.0,operational,172286.68791994476,False,False,0,0,0,Low
3807,Broadview Energy,The Limes Wind Turbines,Wind Onshore,1.7,Operational,Operational,Humberside,Yorkshire and Humber,England,,516489,429822,East Riding of Yorkshire,12/05/2014,15/01/2015,277800.0,operational,122955.88702128583,False,False,0,0,0,Low
3809,LocoGen,Milton of Fisherie Wind Cluster,Wind Onshore,4.6,Operational,Operational,Grampian,Scotland,Scotland,,375067,859014,Aberdeenshire,01/04/2015,01/02/2016,701000.0,operational,158021.46186368848,False,False,0,1,1,Low
3810,Blantyre Muir Wind Energy Ltd ,Blantyre Muir Wind Farm,Wind Onshore,9.0,Operational,Operational,Strathclyde,Scotland,Scotland,,268888,651781,South Lanarkshire,,30/12/2013,360000.0,operational,226764.6716444776,False,False,0,2,2,Medium
3814,Cetis,Lilbourne Wind Farm,Wind Onshore,10.0,Operational,Operational,Northamptonshire,East Midlands,England,CV23 0SZ,456786,277685,West Northamptonshire,18/02/2014,15/12/2014,1240000.0,operational,203563.12974199874,False,False,0,2,2,Medium
3818,Eneco,Tullo Wind Farm North Extension (Shiels Wind Farm),Wind Onshore,7.5,Operational,Operational,Grampian,Scotland,Scotland,AB30 1NB,375080,772580,Aberdeenshire,30/04/2013,01/04/2014,,operational,178607.14468947062,False,False,0,1,1,Low
3819,Melrose Farms,Easter Melrose Wind Energy Project,Wind Onshore,1.5,Operational,Operational,Grampian,Scotland,Scotland,,375187,863494,Aberdeenshire,15/05/2015,01/12/2015,665700.0,operational,156837.2789496158,False,False,0,0,0,Low
3827,TCI Renewables,Newton Marsh Wind Project,Wind Onshore,4.6,Operational,Operational,Lincolnshire,East Midlands,England,,533327,403278,East Lindsey,25/06/2012,30/04/2014,804000.0,operational,112928.78363218725,False,False,0,1,1,Low
3828,Bernard Matthews Green Energy,North Pickenham Airfield,Wind Onshore,4.0,Operational,Operational,Norfolk,Eastern,England,,585114,306597,Breckland,,01/04/2014,1200000.0,operational,85674.14141940307,False,False,0,1,1,Low
3832,Airvolution Energy,Wythegill Wind Turbine,Wind Onshore,2.3,Operational,Operational,Cumbria,North West,England,CA15 8RX,301881,532072,Cumberland,15/03/2015,15/06/2015,669300.0,operational,286235.160155257,False,False,0,0,0,Low
3835,Renewable Energy Systems (RES),Roos Wind Farm (Resubmission),Wind Onshore,17.1,Operational,Operational,Humberside,Yorkshire and Humber,England,,527376,430105,East Riding of Yorkshire,01/03/2012,02/04/2013,9600.0,operational,112315.11526126137,False,False,0,2,2,Medium
3836,Private Developer,Backhill of Yonderton Wind Cluster,Wind Onshore,4.6,Operational,Operational,Grampian,Scotland,Scotland,,375188,855296,Aberdeenshire,01/04/2014,15/10/2014,786400.0,operational,158789.99417212483,False,False,0,1,1,Low
3837,Scottish and Southern Energy (SSE),Spurness Wind Farm Repowering,Wind Onshore,10.0,Operational,Operational,Orkney Islands,Scotland,Scotland,,360531,1033828,Orkney Islands,01/02/2012,01/12/2012,,operational,72564.47066676371,False,False,0,2,2,Medium
3840,Green Cat Renewables,St Johns Wells Wind Cluster Extension,Wind Onshore,3.2,Operational,Operational,Grampian,Scotland,Scotland,,379960,836480,Aberdeenshire,30/10/2013,01/03/2015,564400.0,operational,158639.5718345779,False,False,0,0,0,Low
3841,Glaxosmithkline,GlaxoSmithKline Wind Project,Wind Onshore,7.5,Operational,Operational,Strathclyde,Scotland,Scotland,,234144,636959,North Ayrshire,,30/06/2013,494000.0,operational,196326.0420646419,False,False,0,1,1,Low
3842,KL Technology Limited,K L Technologies Wind Turbine,Wind Onshore,1.5,Operational,Operational,Norfolk,Eastern,England,,561043,321955,King's Lynn and West Norfolk,,30/10/2013,56000.0,operational,105391.61565482839,False,False,0,0,0,Low
3846,RockbySea,Coire Na Cloiche Wind Farm,Wind Onshore,29.9,Operational,Operational,Highland,Scotland,Scotland,IV17 0YQ,258937,878023,Highland,24/08/2017,01/03/2020,450500.0,operational,133426.77433913964,False,False,0,2,2,Medium
3850,NTR PLC,Altaveedan Wind Farm,Wind Onshore,17.9,Operational,Operational,Co. Antrim,Northern Ireland,Northern Ireland,,128388,584976,Causeway Coast and Glens,15/09/2015,24/04/2017,566800.0,operational,105243.88519727533,False,False,0,2,2,Medium
3852,Northern Ireland Renewables,Corkey Wind Farm Extension ,Wind Onshore,2.5,Operational,Operational,Co. Antrim,Northern Ireland,Northern Ireland,,126713,580597,Causeway Coast and Glens,13/04/2017,13/07/2017,1195800.0,operational,104613.66628861302,False,False,0,0,0,Low
3855,2020 Renewables/ NTR,Ardoch and Over Enoch Wind Farm (Over Enoch),Wind Onshore,4.3,Operational,Operational,Strathclyde,Scotland,Scotland,G76 0PN,258600,648600,East Renfrewshire,05/11/2013,12/11/2014,701800.0,operational,217475.5528327882,False,False,0,1,1,Low
3856,Airvolution Energy,Ystgellog Farm Wind Farm ,Wind Onshore,4.6,Operational,Operational,Gwynedd,Wales,Wales,,240490,391238,Isle of Anglesey,05/10/2012,30/04/2013,350000.0,operational,190554.65001740557,False,False,0,1,1,Low
3857,Renewables Infrastructure Group,NEILSTON WIND FARM,Wind Onshore,9.2,Operational,Operational,Strathclyde,Scotland,Scotland,,245292,653952,East Renfrewshire,01/03/2012,13/05/2013,252400.0,operational,203296.76118914978,False,False,0,2,2,Medium
3859,Lanchester Properties,Greencroft Estate Turbines,Wind Onshore,4.0,Operational,Operational,County Durham,North East,England,,416236,550574,County Durham,,01/03/2013,1039000.0,operational,191543.72977900834,False,False,0,1,1,Low
3862,Thames Water Utilities,Crossness Sewage Works Turbine,Wind Onshore,2.5,Operational,Operational,London,London,England,SE2 9AR,548777,180312,Bexley,30/11/2013,16/02/2014,470000.0,operational,79025.99484020118,False,False,0,0,0,Low
3873,Muirhall Energy,Muirhall Extension,Wind Onshore,6.8,Operational,Operational,Strathclyde,Scotland,Scotland,,299342,652838,South Lanarkshire,,30/04/2014,595600.0,operational,256171.68444996327,False,False,0,1,1,Low
3877,Energia Renewables,Clondermot Turbines,Wind Onshore,4.6,Operational,Operational,Co. Derry / Londonderry,Northern Ireland,Northern Ireland,,60124,576620,Derry City and Strabane,01/06/2014,14/04/2015,361800.0,operational,40694.5432203628,False,False,0,1,1,Low
3886,The Renewables Infrastructure Group (TRIG),Freasdail Wind Farm,Wind Onshore,22.5,Operational,Operational,Strathclyde,Scotland,Scotland,,182440,659197,Argyll and Bute,20/02/2016,08/02/2017,9500.0,operational,140908.82905312945,False,False,0,2,2,Medium
3887,Welsh Water,Nash Waste Water Treatment Works Turbine,Wind Onshore,2.5,Operational,Operational,Gwent,Wales,Wales,,333598,184016,Newport,07/02/2017,15/03/2017,23000.0,operational,133291.25024419493,False,False,0,0,0,Low
3890,Blue Energy,Marston Vale Country Park Wind Turbine,Wind Onshore,1.5,Operational,Operational,Bedfordshire,Eastern,England,,500498,241710,Central Bedfordshire,23/10/2013,01/05/2014,560000.0,operational,155064.187617287,False,False,0,0,0,Low
3893,Spencer Group,Energy Works Hull - Wind Turbine,Wind Onshore,3.0,Operational,Operational,Humberside,Yorkshire and Humber,England,HU8 8BB,510170,430424,"Kingston upon Hull, City of",15/11/2015,01/03/2018,6400.0,operational,128949.36304909024,False,False,0,0,0,Low
3896,Awel Aman Tawe Community Energy,Mynydd Y Gwrhyd Windfarm,Wind Onshore,4.7,Operational,Operational,West Glamorgan,Wales,Wales,,272659,210474,Neath Port Talbot,14/03/2016,01/12/2017,477400.0,operational,170163.37423084048,False,False,0,1,1,Low
3897,Severn Trent Water,Severn Trent Water - Stoke Bardolph Wind Turbine,Wind Onshore,1.5,Operational,Operational,Nottinghamshire,East Midlands,England,NG14 5HL,464294,342475,Gedling,15/03/2015,15/12/2015,100000.0,operational,194462.9589284871,False,False,0,0,0,Low
3902,Ayre Energy/Aquatera Ltd,Barns of Ayre Wind Turbines (2),Wind Onshore,1.8,Operational,Operational,Orkney Islands,Scotland,Scotland,,358890,1004047,Orkney Islands,01/09/2012,01/07/2013,1068000.0,operational,95092.50776718596,False,False,0,0,0,Low
3904,Renewable Energy Partnerships Ltd,Newton Down,Wind Onshore,5.0,Operational,Operational,Mid Glamorgan,Wales,Wales,,284252,179465,Bridgend,07/04/2016,29/09/2016,840000.0,operational,137587.1379173774,False,False,0,1,1,Low
3905,Ventient (formerly Infinis),North Steads Wind Farm ,Wind Onshore,18.45,Operational,Operational,Northumberland,North East,England,,423943,596828,Northumberland,20/07/2016,04/07/2016,5400.0,operational,173035.87053624232,False,False,0,2,2,Medium
3911,LocoGen/ Green Cat Renewables ,Hill of Tillymorgan (Kirkton Farm) Wind turbines ,Wind Onshore,9.6,Operational,Operational,Grampian,Scotland,Scotland,AB52 6TT,363363,828345,Aberdeenshire,01/07/2015,01/12/2016,739500.0,operational,176697.060247817,False,False,0,2,2,Medium
3915,PI Renewables 2 Ltd,LADEHEAD FARM - WIND TURBINES,Wind Onshore,2.4,Operational,Operational,Strathclyde,Scotland,Scotland,ML11 0HZ,279142,641223,South Lanarkshire,15/06/2016,15/09/2016,82500.0,operational,239159.66442840613,False,False,0,0,0,Low
